FID,名称,经度,纬度,X,Y,Brand,Ak,Pk
819,逍遥镇穆彦春牛排胡辣汤总店,113.620614,34.717912,740078.9093,3846428.697,Xiaoyaozhen,10,7
820,逍遥镇牛肉胡辣汤,113.620632,34.717261,740082.442,3846356.494,Xiaoyaozhen,10,7
821,成义逍遥镇胡辣汤,113.617334,34.719295,739774.3529,3846574.347,Xiaoyaozhen,10,7
822,逍遥老杨家胡辣汤,113.624646,34.723864,740431.1325,3847098.869,Xiaoyaozhen,10,7
823,逍遥镇牛肉胡辣汤,113.625664,34.722911,740527.1723,3846995.544,Xiaoyaozhen,10,7
824,张海真牛肉胡辣汤,113.623497,34.727048,740316.6291,3847449.471,Others,5,4
825,老杜家胡辣汤,113.625393,34.727335,740489.5168,3847485.857,Others,5,4
826,老刘家胡辣汤,113.623801,34.728988,740338.8623,3847665.493,Others,5,4
827,老武家逍遥镇炖肉胡辣汤,113.62104,34.730085,740082.7186,3847780.633,Xiaoyaozhen,10,7
828,武艳萍逍遥镇炖肉胡辣汤,113.620891,34.729929,740069.5186,3847762.965,Xiaoyaozhen,10,7
829,程大姐胡辣汤,113.606744,34.727982,738778.9628,3847513.183,Others,5,4
830,清真赵老大逍遥镇胡辣汤,113.609562,34.730676,739029.3931,3847818.854,Xiaoyaozhen,10,7
831,杨志方胡辣汤,113.613006,34.73286,739338.6302,3848069.425,Others,5,4
832,方中山胡辣汤,113.606558,34.73771,738733.9191,3848592.319,Fangzhongshan,9,10
833,逍遥镇牛肉胡辣汤,113.605863,34.740328,738662.7138,3848881.204,Xiaoyaozhen,10,7
834,逍遥镇精品胡辣汤,113.617292,34.732466,739732.4422,3848035.919,Xiaoyaozhen,10,7
835,何氏烧饼逍遥镇牛肉胡辣汤,113.616251,34.732722,739636.3281,3848061.846,Xiaoyaozhen,10,7
836,闫记正宗逍遥镇胡辣汤,113.620407,34.733297,740015.428,3848135.578,Xiaoyaozhen,10,7
837,严八弟胡辣汤,113.622006,34.738181,740147.7811,3848681.41,Others,5,4
838,西华逍遥镇胡辣汤,113.619436,34.740463,739905.7362,3848928.519,Xiaoyaozhen,10,7
839,晓波大筷牛肉胡辣汤豆沫馆,113.619887,34.740298,739947.5295,3848911.285,Others,5,4
840,逍遥镇胡辣汤,113.618618,34.740159,739831.6791,3848892.828,Xiaoyaozhen,10,7
841,方一坤野山菌胡辣汤,113.619027,34.74244,739862.5488,3849146.943,Others,5,4
842,钱记优质牛肉胡辣汤,113.617154,34.741976,739692.31,3849090.979,Others,5,4
843,老何记周口优质牛肉胡辣汤,113.620632,34.743015,740007.9137,3849214.589,Others,5,4
844,逍遥镇优质胡辣汤,113.616751,34.744477,739648.163,3849367.57,Xiaoyaozhen,10,7
845,赵记逍遥镇牛肉胡辣汤,113.610555,34.742464,739086.3849,3849129.408,Xiaoyaozhen,10,7
846,北舞渡胡辣汤,113.610448,34.741494,739079.3799,3849021.506,Beiwudu,8,6
847,小白帽胡辣汤,113.611523,34.744992,739167.7677,3849412.261,Others,5,4
848,方中山胡辣汤,113.637279,34.732373,741563.8897,3848073.473,Fangzhongshan,9,10
849,方永结胡辣汤,113.640551,34.731559,741866.04,3847991.009,Others,5,4
850,方一坤野山菌胡辣汤,113.639632,34.732637,741778.6991,3848108.431,Others,5,4
851,牛肉胡辣汤,113.636157,34.736968,741447.7157,3848580.716,Others,5,4
852,老佟家逍遥牛排胡辣汤,113.63621,34.738779,741447.2982,3848781.824,Xiaoyaozhen,10,7
853,胡辣汤豆沫,113.644612,34.732577,742235.1348,3848113.768,Others,5,4
854,周口优质胡辣汤,113.641123,34.735645,741906.5285,3848445.84,Others,5,4
855,逍遥镇胡辣汤,113.650931,34.738232,742797.5174,3848756.602,Xiaoyaozhen,10,7
856,美食·家俊牛排胡辣汤,113.65096,34.738631,742799.0059,3848800.952,Others,5,4
857,马记胡辣汤,113.64726,34.739343,742457.9592,3848871.031,Others,5,4
858,逍遥镇炖肉胡辣汤,113.647787,34.739864,742504.7146,3848930.122,Xiaoyaozhen,10,7
859,大成胡辣汤,113.646529,34.738943,742392.1606,3848824.876,Others,5,4
860,刘一奇胡辣汤,113.646801,34.741044,742410.9366,3849058.696,Others,5,4
861,逍遥镇刘相五胡辣汤豆沫馆,113.64895,34.746006,742593.2855,3849614.557,Xiaoyaozhen,10,7
862,朱记胡辣汤沙口路总店,113.640995,34.768943,741797.6374,3852140.867,Others,5,4
863,钱记优质牛肉胡辣汤,113.609518,34.751113,738966.4555,3850086.777,Others,5,4
864,逍遥镇老袁家胡辣汤,113.607472,34.75238,738775.3974,3850222.517,Xiaoyaozhen,10,7
865,闪长雨北舞渡炖肉胡辣汤,113.611599,34.756333,739142.0068,3850671.03,Beiwudu,8,6
866,费记牛肉胡辣汤,113.611678,34.75625,739149.482,3850662.007,Others,5,4
867,北舞渡闪家胡辣汤,113.626107,34.759591,740461.3652,3851067.243,Beiwudu,8,6
868,杜记胡辣汤,113.616616,34.757389,739598.4687,3850800.182,Others,5,4
869,苏记优质牛肉胡辣汤,113.620055,34.757872,739912.0502,3850861.996,Others,5,4
870,李巧胡辣汤包子铺,113.620254,34.757837,739930.378,3850858.587,Others,5,4
871,徐其赠包子老式油条胡辣汤,113.617958,34.766478,739695.0867,3851812.056,Others,5,4
872,李记逍遥镇胡辣汤,113.607147,34.761639,738718.9547,3851249.278,Xiaoyaozhen,10,7
873,开封牛肉胡辣汤,113.615716,34.761774,739503.3621,3851284.669,Others,5,4
874,方永结胡辣汤,113.613452,34.762421,739294.1436,3851351.072,Others,5,4
875,万掌柜胡辣汤,113.65382,34.731345,743082.3717,3847999.284,Others,5,4
876,西华县老庞家牛排胡辣汤,113.657825,34.73131,743449.414,3848005.097,Others,5,4
877,刘记滋补胡辣汤,113.658141,34.733981,743470.5252,3848302.285,Others,5,4
878,开封小吃胡辣汤,113.668866,34.739221,744437.6784,3848909.856,Others,5,4
879,方中山胡辣汤,113.670172,34.740406,744553.8287,3849044.545,Fangzhongshan,9,10
880,刘记优质胡辣汤,113.67669,34.741803,745146.8174,3849215.471,Others,5,4
881,盖记牛肉胡辣汤,113.67306,34.744238,744807.0855,3849476.85,Others,5,4
882,方大同胡辣汤,113.674858,34.750492,744953.3126,3850175.294,Others,5,4
883,胡辣汤豆沫,113.670493,34.746187,744566.1817,3849686.893,Others,5,4
884,逍遥镇胡辣汤,113.660391,34.747876,743635.832,3849849.781,Xiaoyaozhen,10,7
885,汤掌柜胡辣汤,113.683388,34.737145,745774.2236,3848714.9,Others,5,4
886,逍遥镇胡辣汤,113.683648,34.737285,745797.6285,3848731.073,Xiaoyaozhen,10,7
887,逍遥镇杨明建胡辣汤,113.700476,34.737312,747339.2409,3848775.375,Xiaoyaozhen,10,7
888,方中山胡辣汤,113.696903,34.73948,747005.4427,3849007.187,Fangzhongshan,9,10
889,中华胡辣汤豆沫,113.69658,34.739972,746974.3864,3849060.994,Others,5,4
890,高群生逍遥胡辣汤,113.690388,34.737572,746414.2581,3848779.437,Xiaoyaozhen,10,7
891,逍遥镇胡辣汤,113.693079,34.736869,746662.8836,3848708.023,Xiaoyaozhen,10,7
892,吕记逍遥镇优质胡辣汤,113.691139,34.738738,746479.5946,3848910.681,Xiaoyaozhen,10,7
893,逍遥镇姚有良优质胡辣汤,113.70039,34.743995,747311.4272,3849516.839,Xiaoyaozhen,10,7
894,豫东优质胡辣汤,113.698016,34.747089,747084.7288,3849854.366,Others,5,4
895,赵二胡辣汤,113.691614,34.74987,746490.0101,3850147.267,Others,5,4
896,正宗逍遥镇老方胡辣汤店,113.680532,34.752341,745467.5733,3850394.35,Xiaoyaozhen,10,7
897,刘俊峰胡辣汤砂锅面,113.679883,34.75304,745406.0565,3850470.338,Others,5,4
898,逊母口胡辣汤,113.679488,34.754978,745364.1377,3850684.45,Others,5,4
899,深夜胡辣汤,113.680479,34.754709,745455.7049,3850657.018,Others,5,4
900,逍遥镇姚有良优质胡辣汤,113.688351,34.760137,746160.617,3851278.686,Xiaoyaozhen,10,7
901,马军胡辣汤,113.679794,34.756021,745389.0772,3850800.949,Others,5,4
902,方中山胡辣汤,113.682351,34.760076,745611.2622,3851257.221,Fangzhongshan,9,10
903,郭记胡辣汤,113.694041,34.750798,746709.563,3850256.216,Others,5,4
904,王文理胡辣汤,113.694029,34.755363,746694.8747,3850762.807,Others,5,4
905,老大牛排胡辣汤,113.691718,34.754126,746486.8785,3850619.85,Others,5,4
906,沈三煎包sha汤胡辣汤,113.699987,34.758049,747232.5827,3851075.553,Others,5,4
907,逍遥镇郝新建牛肉胡辣汤,113.699921,34.759664,747221.7188,3851254.623,Xiaoyaozhen,10,7
908,吴氏逍遥镇胡辣汤,113.69425,34.759894,746701.6265,3851266.198,Xiaoyaozhen,10,7
909,主营胡辣汤,113.700055,34.768158,747208.6433,3852197.615,Others,5,4
910,冯中信胡辣汤,113.658345,34.756911,743421.876,3850847.508,Others,5,4
911,姚锋国胡辣汤,113.671759,34.752636,744663.1161,3850405.678,Others,5,4
912,回族胡辣汤,113.671705,34.752638,744658.164,3850405.768,Others,5,4
913,徐老大胡辣汤,113.674331,34.760253,744876.1942,3851257.273,Others,5,4
914,老马逍遥镇牛肉胡辣汤,113.664691,34.766734,743974.1917,3851953.054,Xiaoyaozhen,10,7
915,王红彪特色笼蒸豆腐脑胡辣汤,113.655757,34.770454,743145.0841,3852344.216,Others,5,4
916,朱东升胡辣汤店,113.661467,34.774369,743656.4708,3852792.545,Others,5,4
917,威振胡辣汤,113.659578,34.779803,743467.5114,3853391.018,Others,5,4
918,老李胡辣汤,113.658609,34.779071,743380.9349,3853307.431,Others,5,4
919,胡辣汤,113.666717,34.77138,744146.0405,3852473.588,Others,5,4
920,舒畅胡辣汤,113.670031,34.776832,744433.4313,3853086.711,Others,5,4
921,高老二胡辣汤,113.669817,34.776332,744415.3111,3853030.701,Others,5,4
922,方中山胡辣汤,113.67129,34.78014,744538.9482,3853456.897,Fangzhongshan,9,10
923,胡辣汤,113.667634,34.783647,744193.8357,3853837.197,Others,5,4
924,逍遥镇李记牛肉胡辣汤,113.67631,34.784122,744986.8293,3853911.062,Xiaoyaozhen,10,7
925,逍遥镇牛排胡辣汤·中式快餐店,113.675518,34.78363,744915.7675,3853854.527,Xiaoyaozhen,10,7
926,王占方胡辣汤,113.672343,34.78226,744629.1036,3853694.74,Others,5,4
927,刘记逍遥镇胡辣汤,113.672318,34.783834,744622.1633,3853869.36,Xiaoyaozhen,10,7
928,梁记胡辣汤,113.653698,34.780866,742925.98,3853494.737,Others,5,4
929,陈记胡辣汤,113.653749,34.78039,742932.0466,3853442.035,Others,5,4
930,味一方胡辣汤,113.681515,34.77189,745499.6779,3852566.284,Others,5,4
931,金记逍遥镇胡辣汤,113.68712,34.776963,745997.8919,3853143.008,Xiaoyaozhen,10,7
932,舒畅胡辣汤,113.677803,34.777094,745144.3413,3853134.746,Others,5,4
933,王振华胡辣汤牛肉馍,113.67782,34.776219,745148.4885,3853037.681,Others,5,4
934,杨记特味源胡辣汤,113.679299,34.779856,745273.1483,3853444.926,Others,5,4
935,逍遥镇胡辣汤,113.677636,34.777984,745126.4142,3853233.11,Xiaoyaozhen,10,7
936,逍遥镇沈记胡辣汤店,113.690147,34.770357,746294.7231,3852417.301,Xiaoyaozhen,10,7
937,西华伊兰轩胡辣汤,113.699928,34.774771,747177.2745,3852931.212,Others,5,4
938,正宗逍遥镇老沈记胡辣汤,113.698761,34.774946,747069.8862,3852947.76,Xiaoyaozhen,10,7
939,逍遥镇赵老三胡辣汤,113.69778,34.774954,746980.029,3852946.233,Xiaoyaozhen,10,7
940,逍遥镇牛肉胡辣汤,113.70011,34.77778,747184.9581,3853265.599,Xiaoyaozhen,10,7
941,方有味胡辣汤,113.69902,34.780155,747078.059,3853526.492,Others,5,4
942,陈三姐胡辣汤,113.697852,34.783589,746960.8639,3853904.721,Others,5,4
943,春意逍遥镇牛肉胡辣汤,113.697807,34.785901,746949.846,3854161.196,Xiaoyaozhen,10,7
944,方中山胡辣汤,113.699965,34.78726,747143.3769,3854317.332,Fangzhongshan,9,10
945,方一坤野山菌胡辣汤,113.678132,34.78004,745165.7445,3853462.495,Others,5,4
946,逍遥胡辣汤,113.677608,34.78016,745117.4081,3853474.532,Xiaoyaozhen,10,7
947,牛肉胡辣汤,113.687133,34.781056,745986.9216,3853597.279,Others,5,4
948,杨记逍遥镇牛肉胡辣汤,113.687477,34.782114,746015.2762,3853715.538,Xiaoyaozhen,10,7
949,高记逍遥镇胡辣汤,113.689023,34.783787,746151.861,3853904.999,Xiaoyaozhen,10,7
950,胖妮逍遥胡辣汤,113.687154,34.782551,745984.4023,3853763.245,Xiaoyaozhen,10,7
951,煜红喜逍遥镇胡辣汤,113.695951,34.801168,746734.3827,3855850.961,Xiaoyaozhen,10,7
952,逍遥镇平伟胡辣汤,113.701729,34.801468,747262.4281,3855898.486,Xiaoyaozhen,10,7
953,逍遥镇胡辣汤,113.701595,34.805418,747238.3547,3856336.528,Xiaoyaozhen,10,7
954,赵老大胡辣汤,113.698894,34.807467,746984.9879,3856557.27,Others,5,4
955,山西刀削面胡辣汤,113.698914,34.807512,746986.6842,3856562.314,Others,5,4
956,尹记牛肉胡辣汤,113.662623,34.798335,743691.7611,3855455.071,Others,5,4
957,逍遥镇优质胡辣汤,113.665245,34.797304,743934.8353,3855347.026,Xiaoyaozhen,10,7
958,清真逍遥镇煜红喜胡辣汤,113.672737,34.795108,744627.2027,3855121.561,Xiaoyaozhen,10,7
959,高群生逍遥胡辣汤,113.674309,34.794633,744772.5247,3855072.681,Xiaoyaozhen,10,7
960,何记豫汤何记豫汤胡辣汤私房拌饭,113.675771,34.796414,744901.1006,3855273.904,Others,5,4
961,清真伊品源胡辣汤,113.670064,34.796211,744379.2315,3855237.456,Others,5,4
962,兴隆逊母口胡辣汤,113.670145,34.797468,744382.9343,3855377.154,Others,5,4
963,逍遥胡辣汤,113.665653,34.797353,743972.0423,3855353.456,Xiaoyaozhen,10,7
964,高掌门逍遥胡辣汤,113.665448,34.797325,743953.3576,3855349.85,Xiaoyaozhen,10,7
965,刘一奇胡辣汤,113.614216,34.770252,739341.4876,3852221.955,Others,5,4
966,回族优质牛肉胡辣汤,113.610477,34.77421,738987.6627,3852652.292,Others,5,4
967,天祥优质胡辣汤,113.611228,34.774758,739054.8512,3852714.896,Others,5,4
968,尚记胡辣汤,113.610412,34.774093,738982.0482,3852639.153,Others,5,4
969,张家优质牛肉胡辣汤,113.606341,34.775921,738603.9924,3852832.333,Others,5,4
970,朱记胡辣汤,113.606315,34.775565,738602.6373,3852792.764,Others,5,4
971,逍遥镇胡辣汤,113.606369,34.775612,738607.4467,3852798.108,Xiaoyaozhen,10,7
972,方一坤野山菌胡辣汤,113.607198,34.779634,738671.7651,3853246.429,Others,5,4
973,老王家逍遥镇胡辣汤,113.608887,34.778496,738829.7019,3853124.155,Xiaoyaozhen,10,7
974,魏家胡辣汤,113.604265,34.779185,738404.496,3853189.628,Others,5,4
975,徐家胡辣汤,113.604434,34.779753,738418.3351,3853253.064,Others,5,4
976,穆府鲜牛肉胡辣汤,113.652318,34.77433,742818.7861,3852766.043,Others,5,4
977,闪老大胡辣汤,113.642689,34.78183,741915.1205,3853575.124,Others,5,4
978,杨家逍遥镇牛肉胡辣汤,113.641064,34.779959,741771.7926,3853363.567,Xiaoyaozhen,10,7
979,陶记胡辣汤,113.647075,34.781785,742316.8527,3853580.713,Others,5,4
980,杨岸业特优滋补胡辣汤,113.650154,34.781045,742600.9476,3853506.029,Others,5,4
981,杨孝业特优滋补胡辣汤,113.650095,34.780868,742596.0639,3853486.243,Others,5,4
982,张记逍遥镇牛肉胡辣汤,113.650123,34.783278,742591.5657,3853753.768,Xiaoyaozhen,10,7
983,邵记牛肉胡辣汤,113.649185,34.782405,742508.2372,3853654.617,Others,5,4
984,老杨家胡辣汤,113.647991,34.784275,742393.4347,3853859.261,Others,5,4
985,张记逍遥镇牛肉胡辣汤,113.649736,34.782613,742558.0793,3853679.032,Xiaoyaozhen,10,7
986,胡二姐逍遥镇胡辣汤,113.643313,34.784718,741963.8152,3853897.133,Xiaoyaozhen,10,7
987,周记逍遥镇优质牛肉胡辣汤,113.641232,34.786151,741769.0916,3854051.149,Xiaoyaozhen,10,7
988,方中山胡辣汤,113.63735,34.792497,741395.1492,3854746.068,Fangzhongshan,9,10
989,逍遥镇俊发祥胡辣汤,113.639802,34.795861,741609.8129,3855125.302,Xiaoyaozhen,10,7
990,逍遥老穆胡辣汤总店,113.6402,34.795065,741648.5738,3855037.922,Xiaoyaozhen,10,7
991,逍遥镇高老大牛排胡辣汤,113.64579,34.795059,742160.3528,3855050.737,Xiaoyaozhen,10,7
992,刘记逍遥镇胡辣汤,113.652446,34.803324,742745.4561,3855984.065,Xiaoyaozhen,10,7
993,顺城老店胡辣汤豆沫,113.648716,34.805078,742398.8701,3856169.7,Others,5,4
994,逍遥镇方记亚南胡辣汤,113.65053,34.805098,742564.8624,3856176.305,Xiaoyaozhen,10,7
995,逍遥镇方记恒馨胡辣汤店,113.650561,34.805244,742567.2719,3856192.583,Xiaoyaozhen,10,7
996,逍遥镇胡辣汤·有家米皮,113.648595,34.808674,742377.256,3856568.487,Xiaoyaozhen,10,7
997,逍遥镇牛肉胡辣汤,113.648594,34.8087,742377.0883,3856571.37,Xiaoyaozhen,10,7
998,逍遥镇胡辣汤豆沫馆,113.643261,34.806023,741896.7644,3856261.402,Xiaoyaozhen,10,7
999,方中山胡辣汤,113.644116,34.804806,741978.589,3856128.404,Fangzhongshan,9,10
1000,逍遥镇方永刚胡辣汤,113.644121,34.808479,741968.3014,3856536.041,Xiaoyaozhen,10,7
1001,逍遥镇清真杨记胡辣汤,113.642103,34.808782,741782.6988,3856564.799,Xiaoyaozhen,10,7
1002,杨师傅牛肉胡辣汤,113.63008,34.80081,740705.3815,3855651.158,Others,5,4
1003,白老大牛排胡辣汤,113.631534,34.802566,740833.3727,3855849.526,Others,5,4
1004,胡辣汤,113.630516,34.80375,740736.7385,3855978.48,Others,5,4
1005,逍遥镇郑洪伟胡辣汤,113.638766,34.804121,741490.8572,3856039.488,Xiaoyaozhen,10,7
1006,方大同胡辣汤,113.639934,34.808815,741584.0647,3856563.234,Others,5,4
1007,胡辣汤博颂,113.640237,34.808756,741611.9719,3856557.416,Others,5,4
1008,正宗北舞渡桥头炖肉胡辣汤,113.524958,34.767339,731175.8088,3851689.491,Beiwudu,8,6
1009,逍遥镇优质胡辣汤,113.594525,34.733459,737643.7339,3848092.03,Xiaoyaozhen,10,7
1010,上品胡辣汤,113.594666,34.734902,737652.517,3848252.502,Others,5,4
1011,安康逍遥胡辣汤豆沫馆,113.594563,34.735502,737641.3615,3848318.844,Xiaoyaozhen,10,7
1012,方一坤野山菌胡辣汤,113.599517,34.740077,738082.0834,3848838.29,Others,5,4
1013,老郑家胡辣汤,113.599829,34.752235,738075.7478,3850188.279,Others,5,4
1014,方中山胡辣汤,113.60316,34.751222,738383.767,3850083.762,Fangzhongshan,9,10
1015,穆彦华逍遥镇胡辣汤,113.602701,34.752428,738338.256,3850216.51,Xiaoyaozhen,10,7
1016,逍遥镇拜记胡辣汤豆沫,113.603155,34.750869,738384.3242,3850044.576,Xiaoyaozhen,10,7
1017,方一坤野山菌胡辣汤,113.60312,34.753014,738374.9492,3850282.537,Others,5,4
1018,逍遥镇穆记胡辣汤,113.602793,34.752378,738346.8266,3850211.18,Xiaoyaozhen,10,7
1019,霸气高老大牛排胡辣汤,113.603766,34.757756,738420.4767,3850810.322,Others,5,4
1020,魏家胡辣汤,113.600845,34.777291,738096.7863,3852971.318,Others,5,4
1021,陈三胡辣汤,113.600754,34.775681,738093.0828,3852792.43,Others,5,4
1022,谢师傅逍遥镇胡辣汤,113.600747,34.775763,738092.206,3852801.513,Xiaoyaozhen,10,7
1023,姐弟俩胡辣汤饺子店,113.601555,34.775621,738166.6028,3852787.672,Others,5,4
1024,周口党记胡辣汤,113.601644,34.775693,738174.5454,3852795.873,Others,5,4
1025,高老大一品胡辣汤,113.603251,34.778161,738314.5953,3853073.579,Others,5,4
1026,逍遥镇胡辣汤料批发部,113.598614,34.777882,737890.8001,3853031.615,Xiaoyaozhen,10,7
1027,小喜哥牛肉胡辣汤,113.602797,34.782239,738261.2883,3853525.065,Others,5,4
1028,全聚民牛排胡辣汤,113.602791,34.782388,738260.3101,3853541.586,Others,5,4
1029,胡辣汤,113.603768,34.798321,738303.8864,3855312.104,Others,5,4
1030,逍遥镇胡辣汤,113.602471,34.79866,738184.1769,3855346.645,Xiaoyaozhen,10,7
1031,高山胡辣汤,113.558313,34.796503,734147.8864,3855003.302,Others,5,4
1032,牛肉胡辣汤,113.559155,34.798086,734220.487,3855180.942,Others,5,4
1033,王记逍遥镇胡辣汤,113.563326,34.805124,734582.3605,3855971.739,Xiaoyaozhen,10,7
1034,聚山胡辣汤,113.566482,34.804931,734871.7971,3855957.707,Others,5,4
1035,小钱家胡辣汤,113.565133,34.806418,734744.0944,3856119.57,Others,5,4
1036,杨府合流镇胡辣汤,113.564274,34.805185,734668.9638,3855980.726,Others,5,4
1037,逍遥镇胡辣汤,113.54401,34.805092,732814.3405,3855923.177,Xiaoyaozhen,10,7
1038,小喜哥牛肉胡辣汤,113.546853,34.804779,733075.4589,3855895.045,Others,5,4
1039,逍遥镇胡辣汤,113.553169,34.819515,733611.9723,3857545.081,Xiaoyaozhen,10,7
1040,方一坤野山菌胡辣汤,113.551687,34.821041,733472.0302,3857710.978,Others,5,4
1041,赵老三逍遥胡辣汤,113.541644,34.829513,732529.0794,3858627.821,Xiaoyaozhen,10,7
1042,方一坤野山菌胡辣汤,113.561255,34.819605,734351.7493,3857573.941,Others,5,4
1043,逍遥镇胡辣汤,113.565314,34.819541,734723.4116,3857576.335,Xiaoyaozhen,10,7
1044,王爱虹胡辣汤,113.562896,34.82182,734495.6512,3857823.591,Others,5,4
1045,郑向荣炖肉胡辣汤,113.629377,34.810339,740613.3064,3856706.981,Others,5,4
1046,胡辣汤,113.630053,34.809163,740678.6045,3856578.093,Others,5,4
1047,杨孝业特优滋补胡辣汤,113.630611,34.809401,740728.9875,3856605.846,Others,5,4
1048,豫王府逍遥镇珍品胡辣汤丰乐路店,113.630426,34.809644,740711.3465,3856632.369,Xiaoyaozhen,10,7
1049,刘记胡辣汤包子铺,113.633353,34.810286,740977.393,3856710.648,Others,5,4
1050,逍遥镇珍品胡辣汤,113.636252,34.816085,741225.8282,3857361.182,Xiaoyaozhen,10,7
1051,逍遥镇李记胡辣汤,113.633642,34.816781,740984.9169,3857432.147,Xiaoyaozhen,10,7
1052,逍遥镇红福胡辣汤,113.643918,34.819197,741918.3611,3857725.02,Xiaoyaozhen,10,7
1053,郑州方江伟胡辣汤总店,113.645141,34.819682,742028.8735,3857781.797,Others,5,4
1054,胡辣汤,113.64658,34.823024,742150.7842,3858156.163,Others,5,4
1055,逍遥镇于记胡辣汤,113.640991,34.823357,741638.3141,3858179.632,Xiaoyaozhen,10,7
1056,方一坤野山菌胡辣汤,113.642542,34.823121,741780.9488,3858157.181,Others,5,4
1057,曹文中正宗逍遥镇优质胡辣汤,113.648849,34.823088,742358.2522,3858168.75,Xiaoyaozhen,10,7
1058,胡辣王优质胡辣汤,113.647119,34.825367,742193.2475,3858417.489,Others,5,4
1059,杨姐胡辣汤慢熬粥,113.64887,34.824815,742355.1105,3858360.461,Others,5,4
1060,逍遥魂胡辣汤,113.647688,34.82769,742238.5115,3858676.668,Xiaoyaozhen,10,7
1061,煜红喜逍遥镇胡辣汤,113.644066,34.825098,741914.6367,3858380.263,Xiaoyaozhen,10,7
1062,春意原逍遥镇牛肉胡辣汤,113.644686,34.827822,741963.402,3858684.066,Xiaoyaozhen,10,7
1063,曹文明正宗逍遥镇胡辣汤,113.650004,34.83035,742442.653,3858977.473,Xiaoyaozhen,10,7
1064,陈红亮胡辣汤,113.649584,34.831649,742400.4082,3859120.619,Others,5,4
1065,齐中杰胡辣汤郑州总店,113.650811,34.839829,742488.6809,3860031.397,Others,5,4
1066,方有良胡辣汤,113.649988,34.84308,742403.8361,3860390.199,Others,5,4
1067,老马逍遥镇优质牛肉胡辣汤,113.652303,34.841932,742619.0223,3860268.398,Xiaoyaozhen,10,7
1068,专业胡辣汤汤料,113.605259,34.835512,738333.1524,3859443.012,Others,5,4
1069,逍遥镇老郑胡辣汤,113.609081,34.83473,738685.1384,3859365.324,Xiaoyaozhen,10,7
1070,张川磨坊专业胡辣汤料,113.606587,34.83581,738453.8092,3859479.243,Others,5,4
1071,李记油饼胡辣汤粥,113.674137,34.825501,744665.4384,3858497.978,Others,5,4
1072,杜永涛老杜家胡辣汤,113.674055,34.825778,744657.1141,3858528.52,Others,5,4
1073,方一坤野山菌胡辣汤,113.673795,34.825664,744633.6573,3858515.233,Others,5,4
1074,李记逍遥镇牛肉胡辣汤豆沫馆,113.656955,34.820791,743106.8575,3857933.459,Xiaoyaozhen,10,7
1075,逍遥镇优质胡辣汤,113.656897,34.821366,743099.8583,3857997.132,Xiaoyaozhen,10,7
1076,纯牛肉胡辣汤,113.6591,34.82235,743298.5822,3858111.68,Others,5,4
1077,吴亚洲胡辣汤,113.658452,34.822222,743239.6541,3858095.902,Others,5,4
1078,老丁家胡辣汤,113.659044,34.82228,743293.6631,3858103.776,Others,5,4
1079,逍遥镇胡辣汤,113.680966,34.818575,745310.9582,3857746.023,Xiaoyaozhen,10,7
1080,王老三逍遥胡辣汤,113.656369,34.832204,743019.6655,3859198.645,Xiaoyaozhen,10,7
1081,逍遥镇胡辣汤,113.644506,34.858614,741856.7514,3862100.9,Xiaoyaozhen,10,7
1082,高老大牛排胡辣汤,113.644458,34.858615,741852.3575,3862100.895,Others,5,4
1083,赵连军胡辣汤,113.797033,34.81611,755941.728,3857762.634,Others,5,4
1084,李老大胡辣汤豆沫馆,113.79507,34.81565,755763.4773,3857706.572,Others,5,4
1085,老杨家逍遥镇胡辣汤,113.724534,34.750019,749505.0743,3850245.104,Xiaoyaozhen,10,7
1086,吾哥专业胡辣汤卤面店,113.7248,34.750028,749529.4132,3850246.764,Others,5,4
1087,方一坤野山菌胡辣汤,113.777001,34.758321,754285.6909,3851298.101,Others,5,4
1088,牛牛牛肉胡辣汤,113.707081,34.775541,747829.9954,3853034.308,Others,5,4
1089,逍遥镇牛肉胡辣汤,113.707526,34.776693,747867.2968,3853163.256,Xiaoyaozhen,10,7
1090,王记胡辣汤,113.641138,34.718682,741957.3724,3846563.368,Others,5,4
1091,清真回族逍遥镇优质胡辣汤,113.642643,34.740589,742031.3531,3848998.174,Xiaoyaozhen,10,7
1092,牛记牛肉胡辣汤,113.60476,34.764549,738491.963,3851566.547,Others,5,4
1093,春意逍遥镇胡辣汤店,113.667607,34.746349,744301.3343,3849697.847,Xiaoyaozhen,10,7
1094,逍遥炖肉胡辣汤,113.682977,34.754603,745684.824,3850651.364,Xiaoyaozhen,10,7
1095,辣辣刘胡辣汤,113.68327,34.754687,745711.4123,3850661.403,Others,5,4
1096,展记优质胡辣汤,113.681033,34.754696,745506.4872,3850656.93,Others,5,4
1097,邓记牛肉胡辣汤,113.669102,34.757065,744406.6798,3850890.731,Others,5,4
1098,方金义牛肉胡辣汤,113.667875,34.758334,744290.5549,3851028.577,Others,5,4
1099,何记豫汤胡辣汤私房拌饭,113.67963,34.793716,745262.3845,3854983.91,Others,5,4
1100,清真合顺合肉丸胡辣汤,113.665427,34.795459,743956.9367,3855142.712,Others,5,4
1101,何记豫汤胡辣汤私房拌饭,113.642752,34.716611,742111.3116,3846337.421,Others,5,4
